Date Of Stop	Time Of Stop	Description	Accident	Personal Injury	Property Damage	Fatal	State	VehicleType	Year	Make	Model	Color	Violation Type	Charge	Race	Gender	Driver State	DL State
07/22/2014	22:22:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	2013	HYUNDAI	GENISIS	WHITE	Citation	16-303(h)	OTHER	F	MD	MD
07/22/2014	18:12:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	2002	TOYOTA	ECHO	GREEN, DK	Citation	16-303(h)	WHITE	M	MD	MD
07/22/2014	19:34:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2014	CHEV	TAHOE	WHITE	Citation	13-409(b)	WHITE	M	MD	MD
07/22/2014	22:10:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	1994	CHEVROLET	BLAZER	WHITE	Citation	16-303(h)	WHITE	M	MD	MD
07/22/2014	02:38:00	POSSESSING SUSPENDED LIC.	No	No	No	No	MD	02 - Automobile	2003	FORD	RANGER	BLUE	Citation	16-301(j)	WHITE	M	MD	MD
07/22/2014	23:16:00	VEHICLE LAMP PROJECTING GLARING & DAZZLING LIGHT	No	No	No	No	MD	02 - Automobile	1998	HONDA	CIVIC	GREEN	Warning	22-219(g)	HISPANIC	M	MD	MD
07/22/2014	13:37:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	1995	HONDA	CIVIC	TAN	Citation	16-112(c)	BLACK	M	MD	MD
07/22/2014	22:17:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	1995	TOYT	CAMRY	BEIGE	Warning	21-707(a)	WHITE	M	MD	MD
07/22/2014	00:10:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	XX	29 - Unknown		NONE	NONE	N/A	Citation	21-204(b)	BLACK	M	MD	MD
07/22/2014	16:39:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	1999	TOYT	CAMRY	GRAY	Citation	21-201(a1)	ASIAN	M	MD	MD
07/22/2014	08:06:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	COROLLA 4S	SILVER	Citation	21-201(a1)	WHITE	F	MD	MD
07/22/2014	07:40:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2002	CHEVY	ASTRO VN	WHITE	Citation	13-401(h)	OTHER	M	MD	MD
07/22/2014	19:10:00	EXCEEDING MAXIMUM SPEED: 58 MPH IN A POSTED 40 MPH ZONE	No	No	No	No	MD	02 - Automobile	1998	ACUR	4S	WHITE	Citation	21-801.1	BLACK	F	MD	MD
07/22/2014	07:40:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2002	CHEVY	ASTRO VN	WHITE	Citation	21-201(a1)	OTHER	M	MD	MD
07/22/2014	07:29:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	1989	FORD	TK	MAROON	Citation	21-201(a1)	HISPANIC	M	MD	MD
07/22/2014	08:06:00	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	No	No	No	No	MD	03 - Station Wagon	2012	JEEP	TRUCK	RED	Warning	13-411(f)	WHITE	M	MD	MD
07/22/2014	08:06:00	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	No	No	No	No	MD	03 - Station Wagon	2012	JEEP	TRUCK	RED	Warning	13-411(d)	WHITE	M	MD	MD
07/22/2014	07:27:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2005	FORD	F150 TK	WHITE	Citation	21-201(a1)	HISPANIC	M	MD	MD
07/22/2014	18:12:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2002	TOYOTA	ECHO	GREEN, DK	Citation	16-303(c)	WHITE	M	MD	MD
07/22/2014	19:57:00	FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE	No	No	No	No	MD	02 - Automobile	1995	HOND	ACCORD	GOLD	Warning	22-412.2(d)	HISPANIC	M	MD	MD
07/22/2014	19:59:00	DRIVER CHANGING LANES WHEN UNSAFE	No	No	No	No	MD	02 - Automobile	2009	NISSAN	ALTIMA	GRAY	Citation	21-309(b)	HISPANIC	M	MD	MD
07/22/2014	19:29:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	1996	FORD	WINDSTAR	BLACK	Warning	21-1104(c)	WHITE	F	MD	MD
07/22/2014	19:29:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	1996	FORD	WINDSTAR	BLACK	Warning	22-412.3(b)	WHITE	F	MD	MD
07/22/2014	16:30:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2008	MERCEDEZ	CONV	BLACK	Citation	21-201(a1)	WHITE	M	MD	MD
07/22/2014	09:12:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2008	BMW	M3	WHITE	Warning	13-409(b)	ASIAN	M	MD	MD
07/22/2014	09:12:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2008	BMW	M3	WHITE	Warning	13-401(h)	ASIAN	M	MD	MD
07/22/2014	20:25:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2000	TOYT	VN	WHITE	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	20:25:00	FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS	No	No	No	No	MD	02 - Automobile	2000	TOYT	VN	WHITE	Warning	16-116(a)	WHITE	F	MD	MD
07/22/2014	08:57:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	1995	ACURA	LEGEND	GREEN, LGT	Warning	16-112(c)	BLACK	F	MD	MD
07/22/2014	08:37:00	HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT	No	No	No	No	MD	02 - Automobile	2002	CHEVORLET	SUBURBAN	WHITE	Warning	16-105(b2)	BLACK	F	MD	MD
07/22/2014	08:19:00	MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT	No	No	No	No	MD	02 - Automobile	1993	NISSAN	240SX	BLACK	Warning	22-206(a)	HISPANIC	M	MD	MD
07/22/2014	19:14:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2011	HOND	4S	BLACK	Warning	21-201(a1)	BLACK	M	MD	MD
07/22/2014	16:19:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2008	BMW	X3	GOLD	Citation	21-201(a1)	WHITE	M	MD	MD
07/22/2014	22:28:00	TAILLIGHTS (*)	No	No	No	No	MD	03 - Station Wagon	1997	SUBA	LEGACY	N/A	ESERO	56*	BLACK	M	MD	MD
07/22/2014	09:21:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	05 - Light Duty Truck	2014	MERZ	SUV	BLACK	Citation	21-801.1	WHITE	M	MD	MD
07/22/2014	09:28:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	02 - Automobile	2004	CHEVY	4S	RED	Citation	21-801.1	WHITE	F	MD	MD
07/22/2014	18:24:00	POSSESSING SUSPENDED LIC.	No	No	No	No	XX	29 - Unknown		NONE	NONE	N/A	Citation	16-301(j)	BLACK	M	MD	MD
07/22/2014	22:10:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	1994	CHEVROLET	BLAZER	WHITE	Citation	16-303(c)	WHITE	M	MD	MD
07/22/2014	08:05:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 65	No	No	No	No	MD	02 - Automobile	1999	LEXUS	ES300	GOLD	Citation	21-801(a)	BLACK	M	DC	DC
07/22/2014	09:51:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	02 - Automobile	2000	CHEVY	ASTRO	WHITE	Citation	21-801.1	WHITE	M	MD	MD
07/22/2014	17:26:00	STOP LIGHTS (*)	No	No	No	No	MD	06 - Heavy Duty Truck	2004	FORD	DS	WHITE	ESERO	64*	HISPANIC	M	MD	MD
07/22/2014	09:38:00	EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE	No	No	No	No	MD	05 - Light Duty Truck	2012	GMC	PU	BLUE	Citation	21-801.1	WHITE	M	MD	MD
07/22/2014	05:26:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	No	No	No	No	MD	03 - Station Wagon	2008	BMW	335I	WHITE	Warning	21-801.1	ASIAN	F	MD	MD
07/22/2014	04:43:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	No	No	No	No	MD	02 - Automobile	2012	CHEVY	SILVERADO	SILVER	Warning	21-801.1	WHITE	M	MD	MD
07/22/2014	00:38:00	FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.	No	No	No	No	MD	02 - Automobile	2011	TOYOTA	SIENNA	TAN	Warning	21-401	ASIAN	F	MD	MD
07/22/2014	23:16:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	1995	CHEV	IMPALLA	TAN	ESERO	64*	BLACK	F	MD	MD
07/22/2014	09:47:00	EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH	No	No	No	No	MD	02 - Automobile	2013	NISSAN	ALTIMA	WHITE	Warning	21-801.1	BLACK	F	MD	MD
07/22/2014	21:57:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2007	HONDA	CIVIC	SILVER	Warning	13-409(b)	WHITE	M	MD	MD
07/22/2014	21:57:00	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	No	No	No	No	MD	02 - Automobile	2007	HONDA	CIVIC	SILVER	Warning	22-201.1	WHITE	M	MD	MD
07/22/2014	19:20:00	DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK	No	No	No	No	MD	02 - Automobile	2001	LEXUS	LS 300	GRAY	Warning	21-502(a2)	HISPANIC	M	MD	MD
07/22/2014	19:06:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	2004	FORD	CROWN VIC	MAROON	Warning	21-1104(c)	WHITE	M	MD	MD
07/22/2014	14:23:00	HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION	No	No	No	No	MD	02 - Automobile	2004	VOLKS	PASSAT	GREEN, LGT	Citation	16-105(b1)	BLACK	M	MD	MD
07/22/2014	00:06:00	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	No	No	No	No	MD	02 - Automobile	2007	MAZDA	RX8	WHITE	Citation	13-411(f)	ASIAN	M	MD	MD
07/22/2014	16:28:00	FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.	No	No	No	No	MD	02 - Automobile	2006	GMC	TK	WHITE	Warning	13-410(e2)	BLACK	M	MD	MD
07/22/2014	06:55:00	EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 45 MPH ZONE	No	No	No	No	MD	02 - Automobile	2013	HYUN	SONATA	BLACK	Citation	21-801.1	WHITE	M	MD	MD
07/22/2014	07:45:00	OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	BLUE, DARK	Warning	22-406(i1)	HISPANIC	F	MD	MD
07/22/2014	06:33:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2011	MERZ	E350	BLACK	Warning	13-409(b)	OTHER	F	MD	MD
07/22/2014	22:28:00	TAG LIGHTS (*)	No	No	No	No	MD	02 - Automobile	1997	HONDA	CIVIC	BLACK	ESERO	65*	HISPANIC	M	MD	MD
07/22/2014	22:38:00	TAG LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2007	HYUNDAI	SANTA FE	BLACK	ESERO	65*	BLACK	M	MD	MD
07/22/2014	09:30:00	EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE	No	No	No	No	MD	02 - Automobile	2013	HYUND	4DR	SILVER	Citation	21-801.1	WHITE	M	MD	MD
07/22/2014	10:17:00	WINDOW TINT	No	No	No	No	MD	02 - Automobile	2007	TOYT	COROLLA	BLACK	ESERO	61	HISPANIC	F	MD	MD
07/22/2014	22:34:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	1989	NISSAN	TRUCK	GRAY	Citation	22-412.3(b)	HISPANIC	M	MD	MD
07/22/2014	10:01:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	05 - Light Duty Truck	2003	CADI	SUV	SILVER	Citation	21-801.1	WHITE	F	MD	MD
07/22/2014	22:10:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	1994	CHEVROLET	BLAZER	WHITE	Citation	16-303(d)	WHITE	M	MD	MD
07/22/2014	01:25:00	DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION	No	No	No	No	MD	02 - Automobile	1995	TOYT	CAMRY	GREEN, DK	Warning	22-204(f)	BLACK	M	MD	MD
07/22/2014	03:37:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	MD	02 - Automobile	2003	DODGE	STRATUS	GREEN	Warning	21-204(b)	WHITE	M	MD	MD
07/22/2014	23:52:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 40	No	No	No	No	MD	02 - Automobile	2005	FORD	FOCUS	RED	Warning	21-801(a)	WHITE	M	MD	MD
07/22/2014	02:38:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2003	FORD	RANGER	BLUE	Citation	16-303(c)	WHITE	M	MD	MD
07/22/2014	17:54:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	1993	JAGU	4S	RED	Citation	13-401(h)	HISPANIC	M	MD	MD
07/22/2014	14:33:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	28 - Other	2000	FORD	EXPEDITION	BLUE, DARK	Warning	13-409(b)	HISPANIC	M	MD	MD
07/22/2014	03:45:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2005	VOLKS	JETTA	BEIGE	Warning	13-401(h)	BLACK	M	MD	MD
07/22/2014	13:07:00	DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT	No	No	No	No	MD	02 - Automobile	2004	BUIC	4S	RED	Citation	18-106(b)	BLACK	M	MD	MD
07/22/2014	22:35:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2000	ACURA	2S	GREEN	Warning	13-401(h)	BLACK	F	MD	MD
07/22/2014	22:47:00	DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT	No	No	No	No	MD	02 - Automobile	2002	CHRYSLER	VOYAGE	SILVER	Warning	23-104	BLACK	M	MD	MD
07/22/2014	00:30:00	DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	GRAY	Warning	21-202(i1)	BLACK	F	MD	MD
07/22/2014	17:30:00	FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.	No	No	No	No	MD	02 - Automobile	2006	FORD	MUSTANG	YELLOW	Warning	13-410(e2)	WHITE	M	MD	MD
07/22/2014	20:42:00	FAILURE TO STOP AT STOP SIGN	No	No	No	No	MD	02 - Automobile	2008	TOYOTA	YARIS	RED	Warning	21-707(a)	BLACK	F	MD	MD
07/22/2014	20:52:00	DRIVER FAILURE TO AVOID PROJECTING GLARING LIGHT WITHIN 500 FEET OF APPROACHING VEH. DRIVER	No	No	No	No	MD	02 - Automobile	2005	CHEVROLET	MALIBU	SILVER	Warning	22-223(b)	OTHER	M	AZ	AZ
07/22/2014	21:42:00	FAILURE TO STOP AT STOP SIGN	No	No	No	No	MD	02 - Automobile	2014	JEEP	GRAND CHEROKEE	BLACK	Warning	21-707(a)	HISPANIC	F	MD	MD
07/22/2014	23:20:00	FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP	No	No	No	No	MD	02 - Automobile	2001	TOYOTA	HIGHLANDER	SILVER	Warning	22-219(a)	BLACK	M	MD	MD
07/22/2014	23:34:00	DRIVING W/O CURRENT TAGS	No	No	No	No	MD	02 - Automobile	1996	TOYOTA	CAMRY	TAN	Warning	13-411(d)	WHITE	M	MD	MD
07/22/2014	23:34:00	FAILURE OF VEH. DRIVER TO DISPLAY CURRENT REG. PLATES, CARRY CURRENT REG. CARD	No	No	No	No	MD	02 - Automobile	1996	TOYOTA	CAMRY	TAN	Warning	13-701(a)	WHITE	M	MD	MD
07/22/2014	14:23:00	DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2004	VOLKS	PASSAT	GREEN, LGT	Citation	16-101(a)	BLACK	M	MD	MD
07/22/2014	08:18:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	DC	02 - Automobile	2008	TOYT	PRIUS	SILVER	Warning	21-201(a1)	WHITE	F	DC	DC
07/22/2014	08:28:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2012	AUDI	A6	BLACK	Warning	21-707(a)	WHITE	M	MD	MD
07/22/2014	08:28:00	STOPPING VEH. ON CROSSWALK	No	No	No	No	MD	02 - Automobile	2012	AUDI	A6	BLACK	Warning	21-1003(e)	WHITE	M	MD	MD
07/22/2014	09:04:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2004	LEXU	RX330	BLACK	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	09:04:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	05 - Light Duty Truck	2004	LEXU	RX330	BLACK	Warning	13-409(b)	WHITE	F	MD	MD
07/22/2014	09:15:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	1992	TOYT	COROLLA	WHITE	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	09:15:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	1992	TOYT	COROLLA	WHITE	Warning	16-112(c)	WHITE	F	MD	MD
07/22/2014	09:15:00	MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT	No	No	No	No	MD	02 - Automobile	1992	TOYT	COROLLA	WHITE	Warning	22-206(a)	WHITE	F	MD	MD
07/22/2014	16:13:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2003	LEXU	GX470	BLACK	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	16:48:00	DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY	No	No	No	No	MD	05 - Light Duty Truck	2007	FORD	F250	BLACK	Citation	21-1124.1(b)	WHITE	M	MD	MD
07/22/2014	16:13:00	DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE	No	No	No	No	MD	05 - Light Duty Truck	2003	LEXU	GX470	BLACK	Warning	16-115(g)	WHITE	F	MD	MD
07/22/2014	16:26:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	03 - Station Wagon	2004	FORD	TAURUS	RED	Warning	21-201(a1)	WHITE	M	MD	MD
07/22/2014	16:31:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2013	HYUN	4D	BLACK	Warning	21-201(a1)	WHITE	M	MD	MD
07/22/2014	16:31:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2013	HYUN	4D	BLACK	Warning	13-409(b)	WHITE	M	MD	MD
07/22/2014	16:52:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2014	HOND	ODYSSEY	BLACK	Warning	21-201(a1)	BLACK	F	MD	MD
07/22/2014	17:51:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2006	TOYOTA	COROLLA	WHITE	Citation	21-1124.2(d2)	OTHER	F	MD	MD
07/22/2014	17:11:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2013	FORD	EXPLORER	BLACK	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	17:10:00	STOP LIGHTS (*)	No	No	No	No	MD	05 - Light Duty Truck	2005	GMC	YUKON XL	WHITE	ESERO	64*	WHITE	F	MD	MD
07/22/2014	17:51:00	DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2006	TOYOTA	COROLLA	WHITE	Citation	16-101(a)	OTHER	F	MD	MD
07/22/2014	17:21:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	1999	FORD	F250	RED	Warning	21-201(a1)	WHITE	M	MD	MD
07/22/2014	17:27:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	1997	BMW	4D	BLACK	Warning	21-201(a1)	WHITE	M	MD	MD
07/22/2014	11:25:00	FENDERS / FLAPS (*)	No	No	No	No	MD	01 - Motorcycle	2012	YAMA	MC	BLACK	ESERO	76*	WHITE	M	MD	MD
07/22/2014	18:18:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	03 - Station Wagon	2003	MERC	SABLE	BLUE	Warning	21-201(a1)	WHITE	F	MD	MD
07/22/2014	18:31:00	DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK	No	No	No	No	MD	02 - Automobile	1996	LEXS	LS400	GRAY	Warning	21-502(a2)	WHITE	M	MD	MD
07/22/2014	17:40:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	1998	FORD	TAURUS	TAN	ESERO	64*	WHITE	F	MD	MD
07/22/2014	11:25:00	TAG LIGHTS (*)	No	No	No	No	MD	01 - Motorcycle	2012	YAMA	MC	BLACK	ESERO	65*	WHITE	M	MD	MD
07/22/2014	11:25:00	TAILLIGHTS (*)	No	No	No	No	MD	01 - Motorcycle	2012	YAMA	MC	BLACK	ESERO	56*	WHITE	M	MD	MD
07/22/2014	17:51:00	DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT	No	No	No	No	MD	02 - Automobile	2006	TOYOTA	COROLLA	WHITE	Citation	16-113(h)	OTHER	F	MD	MD
07/22/2014	08:31:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2004	CHEV	TRAILBLAZER	BLUE	ESERO	64*	WHITE	F	MD	MD
07/22/2014	17:51:00	HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION	No	No	No	No	MD	02 - Automobile	2006	TOYOTA	COROLLA	WHITE	Citation	16-105(b1)	OTHER	F	MD	MD
07/22/2014	17:51:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2006	TOYOTA	COROLLA	WHITE	Citation	13-409(b)	OTHER	F	MD	MD
07/22/2014	18:31:00	DRIVING OFF ROADWAY WHILE PASSING VEHICLE	No	No	No	No	MD	05 - Light Duty Truck	2006	TOYOTA	HIGHLANDER	BLACK	Citation	21-304(c)	WHITE	M	MD	MD
07/22/2014	14:34:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	03 - Station Wagon	2011	FORD	F150	SILVER	Warning	21-201(a1)	WHITE	M	MD	MD
07/22/2014	13:07:00	DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2004	BUIC	4S	RED	Citation	16-101(a)	BLACK	M	MD	MD
